,Codigo,Descrição       -       31/07/2022,UM,Import?,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Total,Saldo,Freq.,Media,Tempo,FOB,Venda,Ativo,Entrada Prevista
813,'BFH1659,BF  BROCAS ACO  RAPIDO 7MM KIT 10PCS(DIN 338 HSS),PC,Sim,11,23,20,28,29,51,162,1146,6,27,42.44444,0.01,30.69,S,0
814,'BFH1660,"BF  BROCAS ACO  RAPIDO 7,5MM KIT 10PCS(DIN 338 HSS)",PC,Sim,4,14,27,4,6,50,105,580,6,17.5,33.14286,0.01,34.05,S,0
815,'BFH1661,BF  BROCAS ACO  RAPIDO 8MM KIT 5PCS(DIN 338 HSS),PC,Sim,233,139,53,163,52,226,866,6224,6,144.3333,43.1224,0.01,21.74,S,0
816,'BFH1662,"BF  BROCAS ACO  RAPIDO 8,5MM KIT 5PCS(DIN 338 HSS)",PC,Sim,2,16,6,13,3,49,89,779,6,14.83333,52.51685,0.01,24.46,S,0
817,'BFH1663,BF  BROCAS ACO  RAPIDO 9MM KIT 5PCS(DIN 338 HSS),PC,Sim,8,28,12,31,23,53,155,1728,6,25.83333,66.89032,0.01,25.41,S,0
818,'BFH1664,"BF  BROCAS ACO  RAPIDO 9,5MM KIT 5PCS(DIN 338 HSS)",PC,Sim,1,22,12,4,13,10,62,519,6,10.33333,50.22581,0.01,26.68,S,0
819,'BFH1665,BF  BROCAS ACO  RAPIDO 10MM KIT 5PCS(DIN 338 HSS),PC,Sim,111,83,30,104,66,51,445,4669,6,74.16667,62.95281,0.01,29.98,S,0
820,'BFH1666,"BF  BROCAS ACO  RAPIDO 10,5MM KIT 5PCS(DIN 338 HSS)",PC,Sim,9,8,11,10,16,33,87,1275,6,14.5,87.93103,0.01,35.57,S,0
821,'BFH1667,BF  BROCAS ACO  RAPIDO 11MM KIT 5PCS(DIN 338 HSS),PC,Sim,76,7,6,7,5,4,105,1322,6,17.5,75.54286,0.01,38.11,S,0
822,'BFH1668,"BF  BROCAS ACO  RAPIDO 11,5MM KIT 5PCS(DIN 338 HSS)",PC,Sim,3,7,4,3,9,10,36,1430,6,6,238.3333,0.01,39.38,S,0
823,'BFH1669,BF  BROCAS ACO  RAPIDO 12MM KIT 5PCS(DIN 338 HSS),PC,Sim,102,16,11,38,21,9,197,1686,6,32.83333,51.35025,0.01,42.68,S,0
824,'BFH1670,"BF  BROCAS ACO  RAPIDO 12,5MM KIT 5PCS(DIN 338 HSS)",PC,Sim,3,7,6,2,7,2,27,353,6,4.5,78.44444,0.01,52.08,S,0
825,'BFH1671,BF  BROCAS ACO  RAPIDO 13MM KIT 5PCS(DIN 338 HSS),PC,Sim,27,11,4,6,11,8,67,142,6,11.16667,12.71642,0.01,54.62,S,1020
826,'BFH1672,BF  BROCAS ACO  RAPIDO 14MM KIT 5PCS(DIN 338 HSS),PC,Sim,26,12,3,9,5,1,56,180,6,9.333333,19.28571,0.01,88.92,S,0
827,'BFH1673,BF  BROCAS ACO  RAP 15MM KIT 5PCS(DIN 338 HSS) C/REB 1/2POL,PC,Sim,0,0,0,0,2,7,9,206,2,4.5,45.77778,0.01,104.17,S,0
828,'BFH1674,BF  BROCAS ACO  RAP 16MM KIT 5PCS(DIN 338 HSS) C/REB 1/2POL,PC,Sim,0,0,0,0,2,7,9,180,2,4.5,40,0.01,121.95,S,0
829,'BFH1675,BF  BROCAS ACO  RAP 17MM KIT 5PCS(DIN 338 HSS) C/REB 1/2POL,PC,Sim,0,0,0,0,2,16,18,143,2,9,15.88889,0.01,137.2,S,0
830,'BFH1676,BF  BROCAS ACO  RAP 18MM KIT 5PCS(DIN 338 HSS) C/REB 1/2POL,PC,Sim,0,0,0,0,2,7,9,207,2,4.5,46,0.01,147.35,S,0
831,'BFH1677,BF  BROCAS ACO  RAP 19MMKIT 5PCS(DIN 338 HSS) C/REB 1/2POL,PC,Sim,0,0,0,0,2,7,9,148,2,4.5,32.88889,0.01,184.2,S,0
832,'BFH1678,BF  BROCAS ACO  RAP 20MM KIT 5PCS(DIN 338 HSS) C/REB 1/2POL,PC,Sim,0,0,0,0,2,10,12,148,2,6,24.66667,0.01,196.9,S,0
833,'BFH1679,BF MAQUINA DE MACARRAO C/DUAS LAMINAS 2MM/4MM (FIXA),PC,Sim,34,125,168,112,259,194,892,4460,6,148.6667,30,0.01,134,S,0
834,'BFH1680,BF FITA DUPLA FACE ESPUMA ACRILICA VERDE 25MMX1MMX2M,PC,Sim,1535,1299,2023,1128,984,784,7753,10124,6,1292.167,7.834903,0.01,12.1,S,18144
835,'BFH1681,BF PENDENTE DE EMERGENCIA AUTOMOTIVO 12V LED 5W,PC,Sim,1419,2222,1961,1425,1712,1244,9983,11866,6,1663.833,7.131724,0.01,15.24,S,9600
836,'BFH1682,BF ESQUADRO MAGNETICO 4POL - 22KG(50LB),PC,Sim,126,169,159,130,58,184,826,3358,6,137.6667,24.39225,0.01,36.4,S,0
837,'BFH1683,BF FERRO DE SOLDA 30W 127V,PC,Sim,560,1254,1149,1156,745,672,5536,10096,6,922.6667,10.9422,0.01,21.8,S,9600
838,'BFH1684,BF FERRO DE SOLDA 40W 127V,PC,Sim,1052,2651,1945,2484,1223,1332,10687,30749,6,1781.167,17.2634,0.01,22.6,S,0
839,'BFH1685,BF FERRO DE SOLDA 60W 127V,PC,Sim,1917,2961,2331,1850,1289,1577,11925,7583,6,1987.5,3.815346,0.01,26.4,S,24000
840,'BFH1686,BF FERRO DE SOLDA 30W 220V,PC,Sim,357,592,574,616,469,619,3227,2037,6,537.8333,3.787419,0.01,21.8,S,9600
841,'BFH1687,BF FERRO DE SOLDA 40W 220V,PC,Sim,475,1499,1030,991,1028,790,5813,7354,6,968.8333,7.590573,0.01,22.6,S,9600
842,'BFH1688,BF FERRO DE SOLDA 60W 220V,PC,Sim,819,1689,1165,1233,1218,1092,7216,16914,6,1202.667,14.06375,0.01,26.4,S,0
843,'BFH1690,BF KIT CANTONEIRA 3X3CM (10PCS),PC,Sim,1119,1392,1816,541,805,987,6660,11694,6,1110,10.53514,0.01,8.92,S,9600
844,'BFH1691,BF KIT CANTONEIRA 4X4CM (10PCS),PC,Sim,1054,942,2265,743,751,1444,7199,14120,6,1199.833,11.7683,0.01,11.3,S,12000
845,'BFH1692,BF KIT CANTONEIRA 5X5CM (10PCS),PC,Sim,566,649,1357,347,304,565,3788,12137,6,631.3333,19.22439,0.01,13.9,S,0
846,'BFH1693,BF KIT CANTONEIRA 6X6CM (10PCS),PC,Sim,525,846,1267,446,454,393,3931,8513,6,655.1667,12.99364,0.01,15.9,S,7200
847,'BFH1694,BF ELASTICO DE USO GERAL 50G AMARELO (APROX 66UNID),PC,Sim,2210,3257,2061,2347,2255,3601,15731,29228,6,2621.833,11.14792,0.01,3.04,S,24000
848,'BFH1695,BF ELASTICO DE USO GERAL 50G ROSA (APROX 66UNID),PC,Sim,97,212,86,420,37,34,886,10267,6,147.6667,69.52822,0.01,3.04,S,0
849,'BFH1696,BF ELASTICO DE USO GERAL 50G AZUL (APROX 66UNID),PC,Sim,24,254,60,348,36,34,756,9355,6,126,74.24603,0.01,3.04,S,0
850,'BFH1697,BF ELASTICO DE USO GERAL 50G VERDE (APROX 66UNID),PC,Sim,60,192,132,385,48,1489,2306,11764,6,384.3333,30.60885,0.01,3.04,S,0
851,'BFH1698,BF ELASTICO DE USO GERAL 50G MISTO (APROX 66UNID),PC,Sim,923,2304,698,2289,1588,1672,9474,15418,6,1579,9.764408,0.01,3.04,S,24000
852,'BFH1699,BF ELASTICO DE USO GERAL 1KG AMARELO (APROX 1320UN),PC,Sim,35,167,27,27,28,143,427,1250,6,71.16667,17.5644,0.01,57,S,0
853,'BFH1703,BF LUVA MULTITATO PU PRETA,PC,Sim,3396,3588,2636,3558,1985,3304,18467,65606,6,3077.833,21.31564,0.01,5.3,S,0
854,'BFH1704,BF LUVA MALHA EMBORRACHADA VERDE XG/9,PC,Sim,1570,2029,2851,2234,2876,3720,15280,43546,6,2546.667,17.09921,0.01,6.6,S,240
855,'BFH1705,BF GARRA JACARE 10A 2PCS,PC,Sim,646,988,743,2065,1801,798,7041,5950,6,1173.5,5.070303,0.01,1.67,S,15000
856,'BFH1706,BF GARRA JACARE 15A 2PCS,PC,Sim,517,627,167,1455,448,495,3709,18298,6,618.1667,29.60043,0.01,1.95,S,0
857,'BFH1707,BF GARRA JACARE 20A 2PCS,PC,Sim,663,2315,1252,1940,660,965,7795,17400,6,1299.167,13.3932,0.01,2.04,S,0
858,'BFH1708,BF GARRA JACARE 30A 2PCS,PC,Sim,670,961,1413,1677,589,744,6054,15342,6,1009,15.20515,0.01,2.22,S,0
859,'BFH1709,BF GARRA JACARE 50A 2PCS,PC,Sim,684,1192,560,2283,410,1969,7098,25100,6,1183,21.21724,0.01,4.2,S,0
860,'BFH1710,BF GARRA JACARE 100A 2PCS,PC,Sim,596,1384,555,1896,566,1217,6214,19821,6,1035.667,19.1384,0.01,8.38,S,0
861,'BFH1711,BF CABO DA DADOS E CARGA 2 EM 1 (LIGHTNING E MICRO USB) 2M,PC,Sim,146,131,59,112,19,6,473,9279,6,78.83333,117.704,0.01,19.06,S,0
862,'BFH1712,"BF REGUA 4T BRANCA FUSIVEL E CHAVE 3P 0,7M",PC,Sim,465,532,450,283,225,347,2302,16746,6,383.6667,43.64726,0.01,24.6,S,0
863,'BFH1713,BF SOQUETE DE LAMPADA C/RABICHO 14CM E27,PC,Sim,4714,5666,7053,3887,5180,3990,30490,91840,6,5081.667,18.07281,0.01,2.3,S,0
864,'BFH1714,BF SOQUETE DE LAMPADA C/PINO E27,PC,Sim,3165,6742,4594,1336,5053,3555,24445,49548,6,4074.167,12.16151,0.01,2.92,S,0
865,'BFH1715,BF SOQUETE DE LAMPADA PORCELANA CAPA EMB C/RABICHO 12CM E27,PC,Sim,1506,986,2398,3411,47779,508,56588,68743,6,9431.333,7.288789,0.01,3.38,S,0
866,'BFH1716,BF FERRAMENTA P/JARDINAGEM - GARFO,PC,Sim,470,957,197,1828,87,946,4485,5942,6,747.5,7.949164,0.01,5.1,S,9720
867,'BFH1717,BF FERRAMENTA P/JARDINAGEM - ANCINHO,PC,Sim,698,995,371,1508,215,951,4738,9338,6,789.6667,11.82524,0.01,5.1,S,6120
868,'BFH1718,BF FERRAMENTA P/JARDINAGEM - PA,PC,Sim,2139,2227,1712,4780,1626,1863,14347,33272,6,2391.167,13.91455,0.01,5.1,S,0
869,'BFH1719,"BF DISCO DE LIXA 115MMX22,23X0,6MM GRAO 24 10PCS",PC,Sim,40,39,160,106,42,66,453,6238,6,75.5,82.62252,0.01,18.44,S,0
870,'BFH1720,"BF DISCO DE LIXA 115MMX22,23X0,6MM GRAO 36 10PCS",PC,Sim,143,50,192,221,54,139,799,12394,6,133.1667,93.07134,0.01,18.44,S,0
871,'BFH1721,"BF DISCO DE LIXA 115MMX22,23X0,6MM GRAO 40 10PCS",PC,Sim,104,71,167,63,253,88,746,2923,6,124.3333,23.50938,0.01,18.44,S,0
872,'BFH1722,"BF DISCO DE LIXA 115MMX22,23X0,6MM GRAO 80 10PCS",PC,Sim,137,121,156,107,476,157,1154,6608,6,192.3333,34.35702,0.01,18.44,S,0
873,'BFH1723,"BF DISCO DE LIXA 115MMX22,23X0,6MM GRAO 100 10PCS",PC,Sim,277,85,181,157,144,233,1077,5002,6,179.5,27.8663,0.01,18.44,S,0
874,'BFH1724,"BF DISCO DE LIXA 180MMX22,23X0,6MM GRAO 24 10PCS",PC,Sim,152,155,69,103,89,141,709,5097,6,118.1667,43.13399,0.01,36,S,0
875,'BFH1725,"BF DISCO DE LIXA 180MMX22,23X0,6MM GRAO 36 10PCS",PC,Sim,117,115,141,99,92,258,822,3484,6,137,25.43066,0.01,36,S,1800
876,'BFH1726,"BF DISCO DE LIXA 180MMX22,23X0,6MM GRAO 40 10PCS",PC,Sim,61,91,67,26,48,74,367,1315,6,61.16667,21.49864,0.01,36,S,0
877,'BFH1727,"BF DISCO DE LIXA 180MMX22,23X0,6MM GRAO 60 10PCS",PC,Sim,66,72,107,55,92,176,568,2750,6,94.66667,29.0493,0.01,36,S,0
878,'BFH1728,"BF DISCO DE LIXA 180MMX22,23X0,6MM GRAO 80 10PCS",PC,Sim,77,118,105,68,88,156,612,2370,6,102,23.23529,0.01,36,S,0
879,'BFH1729,"BF DISCO DE LIXA 180MMX22,23X0,6MM GRAO 100 10PCS",PC,Sim,73,73,81,69,55,131,482,1929,6,80.33333,24.01245,0.01,36,S,0
880,'BFH1730,BF SUPORTE P/DISCO DE LIXA C/VELCRO E ADAPT 125MM/M14(5POL),PC,Sim,1323,1972,1870,1329,1175,1502,9171,33922,6,1528.5,22.193,0.01,17.2,S,0
881,'BFH1731,BF SUPORTE P/DISCO DE LIXA C/VELCRO E ADAPT 180MM/M14(7POL),PC,Sim,593,934,783,635,707,849,4501,10870,6,750.1667,14.49011,0.01,20.6,S,0
882,'BFH1732,"BF DISCO P/ DESBASTE DE INOX E FERRO 4,5POLX6MM - 115MM",PC,Sim,247,1051,871,514,193,572,3448,3579,6,574.6667,6.227958,0.01,6.1,S,10000
883,'BFH1733,BF DISCO P/ DESBASTE DE INOX E FERRO 7POLX6MM - 180MM,PC,Sim,17,329,127,176,100,80,829,1714,6,138.1667,12.40531,0.01,13.74,S,0
884,'BFH1734,BF ESTILETE 15CM,PC,Sim,2495,4351,3427,3087,3378,4070,20808,48175,6,3468,13.89129,0.01,3.26,S,24000
885,'BFH1735,BF ESTILETE 16CM,PC,Sim,767,1962,1888,1287,940,957,7801,25708,6,1300.167,19.77285,0.01,5.4,S,0
886,'BFH1736,"BF ESTILETE 15,7CM C/REFIL DE LAMINAS 3PCS",PC,Sim,1723,2799,1853,2270,1581,3083,13309,14730,6,2218.167,6.640619,0.01,9.2,S,24000
887,'BFH1737,BF GATILHO P/DUCHA HIGIENICA,PC,Sim,174,261,255,210,253,285,1438,4546,6,239.6667,18.96801,0.01,14,S,0
888,'BFH1738,BF MANGUEIRA FLEXIVEL P/DUCHA HIGIENICA DE ACO INOX 1.2M,PC,Sim,93,234,90,171,59,169,816,10073,6,136,74.06618,0.01,14.9,S,0
889,'BFH1739,BF KIT DUCHA HIGIENICA C/REGISTRO,PC,Sim,152,353,182,388,182,79,1336,8625,6,222.6667,38.73503,0.01,44.6,S,0
890,'BFH1740,BF GATILHO P/DUCHA HIGIENICA C/SUPORTE,PC,Sim,96,48,60,111,154,40,509,2464,6,84.83333,29.04519,0.01,14.2,S,0
891,'BFH1741,BF GATILHO P/DUCHA HGIENICA CB ANATOMICO C/SUPORTE,PC,Sim,70,49,9,57,22,36,243,5919,6,40.5,146.1481,0.01,16.7,S,0
892,'BFH1742,BF MANGUEIRA EXTENSIVEL P/DUCHA HIGIENICA DE ACO INOX 1.2M,PC,Sim,26,32,16,50,81,29,234,6105,6,39,156.5385,0.01,20.32,S,0
893,'BFH1743,BF ENGATE FLEXIVEL DE ACO INOX 30CM,PC,Sim,75,76,153,77,3,39,423,5656,6,70.5,80.22695,0.01,16.2,S,0
894,'BFH1744,BF ENGATE FLEXIVEL DE ACO INOX 40CM,PC,Sim,135,198,171,189,64,87,844,6055,6,140.6667,43.04502,0.01,20.2,S,0
895,'BFH1746,BF LAMINA P/ARCO DE SERRA 100PCS 24T,PC,Sim,313,231,315,154,211,68,1292,3015,6,215.3333,14.00155,0.01,105,S,2000
896,'BFH1747,BF MISTURADOR DE TINTA P/FURADEIRA 400X60MM,PC,Sim,504,505,460,335,150,240,2194,9367,6,365.6667,25.61623,0.01,13,S,0
897,'BFH1748,BF MISTURADOR DE TINTA P/FURADEIRA 400X80MM,PC,Sim,1,439,387,182,322,381,1712,11482,6,285.3333,40.24065,0.01,15,S,0
898,'BFH1749,BF MISTURADOR DE TINTA P/FURADEIRA 600X100MM,PC,Sim,48,101,112,71,59,139,530,2280,6,88.33333,25.81132,0.01,23.4,S,0
899,'BFH1750,BF GARRA JACARE P/CABO DE BATERIA 1000A-2000A,PC,Sim,97,145,139,191,147,278,997,3570,6,166.1667,21.48445,0.01,16.51,S,0
900,'BFH1751,BF CABO P/BATERIA 2000AMP C/BOLSA PROFISSIONAL,PC,Sim,31,75,20,51,66,52,295,680,6,49.16667,13.83051,0.01,198.4,S,0
901,'BFH1752,BF LAMINA P/ARCO DE SERRA 12PCS 18T,PC,Sim,446,529,281,303,107,99,1765,17415,6,294.1667,59.20113,0.01,12.6,S,0
902,'BFH1753,BF DETECTOR DE NOTA FALSA,PC,Sim,165,212,154,124,70,273,998,4944,6,166.3333,29.72345,0.01,43.8,S,0
903,'BFH1754,BF TEMPORIZADOR ANALOGICO - 24H,PC,Sim,253,386,314,284,84,227,1548,9324,6,258,36.13953,0.01,36,S,0
904,'BFH1755,BF ORGANIZADOR DE FIOS C/APLICADOR 1MX20MM BRANCO,PC,Sim,130,266,224,166,352,372,1510,4399,6,251.6667,17.47947,0.01,8.77,S,0
905,'BFH1756,"BF ORGANIZADOR DE FIOS C/APLICADOR 1,5MX20MM BRANCO",PC,Sim,54,140,119,157,81,295,846,3647,6,141,25.86525,0.01,10.98,S,0
906,'BFH1757,BF ORGANIZADOR DE FIOS C/APLICADOR 2MX20MM BRANCO,PC,Sim,40,76,48,247,116,149,676,4976,6,112.6667,44.16568,0.23,13.39,S,0
907,'BFH1758,BF ORGANIZADOR DE FIOS C/APLICADOR 1MX20MM PRETO,PC,Sim,154,222,444,213,181,339,1553,3014,6,258.8333,11.64456,0.01,8.77,S,7200
908,'BFH1759,"BF ORGANIZADOR DE FIOS C/APLICADOR 1,5MX20MM PRETO",PC,Sim,146,418,289,300,284,294,1731,3527,6,288.5,12.2253,0.01,10.98,S,0
909,'BFH1760,BF ORGANIZADOR DE FIOS C/APLICADOR 2MX20MM PRETO,PC,Sim,65,88,178,213,152,143,839,5925,6,139.8333,42.37187,0.01,13.39,S,0
910,'BFH1761,BF SUPORTE UNIVERSAL P/TV 10 A 85POL ATE 40KG,PC,Sim,3684,5198,3016,4043,2331,3076,21348,76132,6,3558,21.39741,0.01,16.6,S,0
911,'BFH1762,"BF CUTELO COM FURO EM ACO MANGANES 8,5 POL",PC,Sim,178,384,311,392,79,343,1687,8264,6,281.1667,29.39182,0.01,49,S,0
912,'BFH1763,BF CUTELO COM FURO EM ACO MANGANES  8 POL,PC,Sim,293,1014,1165,957,438,1519,5386,9740,6,897.6667,10.85035,0.01,41,S,9612
913,'BFH1764,BF CUTELO CHEF EM ACO INOX 8 1/4 POL,PC,Sim,45,146,102,75,49,98,515,1813,6,85.83333,21.12233,0.01,57,S,0
914,'BFH1765,BF FIO DE NYLON REDONDO 2MMX10M,PC,Sim,955,1465,986,934,809,655,5804,11398,6,967.3333,11.78291,0.01,5.6,S,4800
915,'BFH1766,"BF FIO DE NYLON REDONDO 2,4MMX10M",PC,Sim,331,563,479,542,271,219,2405,4942,6,400.8333,12.32931,0.01,6.9,S,4800
916,'BFH1767,BF FIO DE NYLON ESTRELA 2MMX10M,PC,Sim,722,4278,980,548,904,286,7718,15402,6,1286.333,11.97357,0.01,4.96,S,15040
917,'BFH1768,"BF FIO DE NYLON ESTRELA 2,4MMX10M",PC,Sim,451,273,872,288,340,316,2540,17188,6,423.3333,40.60157,0.01,6.06,S,0
918,'BFH1769,BF PERCEVEJO LATONADO 100PCS,PC,Sim,1686,3370,2640,1907,1314,2548,13465,10607,6,2244.167,4.726476,0.01,3.3,S,18000
919,'BFH1770,BF PERCEVEJO NIQUELADO 100PCS,PC,Sim,1394,2128,1287,1625,822,1878,9134,13874,6,1522.333,9.113641,0.01,3.1,S,15120
920,'BFH1771,BF CHAVE PARA ESMERILHADEIRA MULTIPLAS MEDIDAS,PC,Sim,1114,1744,1565,1414,1720,1518,9075,17528,6,1512.5,11.58876,0.01,12.7,S,7200
921,'BFH1772,BF GRAMPO GALVANIZADO 26/6 (5.000UNID),PC,Sim,345,341,206,151,48,429,1520,24534,6,253.3333,96.84474,0.01,9.34,S,0
922,'BFH1773,BF GRAMPO GALVANIZADO 106/8 (1.000UNID),PC,Sim,3367,2304,2544,2957,2388,2653,16213,44031,6,2702.167,16.2947,0.01,4.2,S,0
923,'BFH1774,BF GRAMPO GALVANIZADO 106/10 (1.000UNID),PC,Sim,895,469,578,501,1025,372,3840,38841,6,640,60.68906,0.01,4.5,S,0
924,'BFH1775,BF GRAMPO GALVANIZADO 106/12 (1.000UNID),PC,Sim,677,200,249,122,333,214,1795,38048,6,299.1667,127.1799,0.01,5.44,S,0
925,'BFH1776,BF GRAMPO GALVANIZADO 106/14 (1.000UNID),PC,Sim,450,263,464,166,299,244,1886,34753,6,314.3333,110.561,0.01,6.1,S,0
926,'BFH1777,BF KIT MINI LAMPADA P/GELADEIRA E14 127V 4PCS,PC,Sim,180,409,126,423,282,292,1712,5315,6,285.3333,18.62734,0.09,7.62,S,0
927,'BFH1778,BF KIT MINI LAMPADA P/GELADEIRA E14 220V 4PCS,PC,Sim,75,327,764,62,1542,139,2909,6342,6,484.8333,13.08078,0.01,7.62,S,9600
928,'BFH1779,BF ABRACADEIRA ROSCA S/FIM 1/2POL INOX 50PCS,PC,Sim,261,687,353,0,175,381,1857,4303,5,371.4,11.58589,0.01,20,S,6030
929,'BFH1780,BF ABRACADEIRA ROSCA S/FIM 3/4POL INOX 50PCS,PC,Sim,974,2262,1046,2272,1892,1140,9586,13411,6,1597.667,8.394116,0.01,20,S,12060
930,'BFH1781,BF ABRACADEIRA ROSCA S/FIM 5/8POL INOX 50PCS,PC,Sim,301,307,500,260,311,215,1894,4468,6,315.6667,14.15417,0.01,20,S,0
931,'BFH1782,BF ABRACADEIRA ROSCA S/FIM 1POL INOX 50PCS,PC,Sim,251,465,531,393,513,229,2382,8334,6,397,20.99244,0.01,20,S,0
932,'BFH1783,BF ABRACADEIRA ROSCA S/FIM 1 1/2POL INOX 50PCS,PC,Sim,265,220,277,157,170,153,1242,3094,6,207,14.94686,0.01,27,S,0
933,'BFH1784,BF ABRACADEIRA ROSCA S/FIM KIT 6PCS INOX,PC,Sim,624,1036,617,1735,264,1226,5502,24130,6,917,26.31407,0.01,4.7,S,0
934,'BFH1785,BF ABRACADEIRA ROSCA S/FIM 1/2POL - INOX (50PCS) REFORCADA,PC,Sim,89,52,68,22,77,31,339,1058,6,56.5,18.72566,0.01,45.2,S,0
935,'BFH1786,BF ABRACADEIRA ROSCA S/FIM 3/4POL - INOX (50PCS) REFORCADA,PC,Sim,251,578,216,97,314,126,1582,3274,6,263.6667,12.41719,0.01,45.2,S,0
936,'BFH1787,BF ABRACADEIRA ROSCA S/FIM 5/8POL - INOX (50PCS) REFORCADA,PC,Sim,24,102,28,37,82,9,282,666,6,47,14.17021,0.01,45.2,S,2000
937,'BFH1788,BF ABRACADEIRA ROSCA S/FIM 1POL - INOX (50PCS) REFORCADA,PC,Sim,103,196,116,24,103,124,666,778,6,111,7.009009,0.01,45.2,S,2000
938,'BFH1789,BF ABRACADEIRA ROSCA S/FIM 1 1/5POL - INOX (50PCS) REFORCADA,PC,Sim,86,86,31,25,25,25,278,426,6,46.33333,9.194245,0.01,61,S,2016
939,'BFH1790,BF ABRACADEIRA ROSCA S/FIM 1 1/4POL - INOX (50PCS) REFORCADA,PC,Sim,78,93,70,59,43,37,380,738,6,63.33333,11.65263,0.01,61,S,972
940,'BFH1791,BF ABRACADEIRA ROSCA S/FIM 1 1/2POL - INOX (50PCS) REFORCADA,PC,Sim,72,145,18,65,38,30,368,1901,6,61.33333,30.99457,0.01,61,S,0
941,'BFH1792,BF ABRACADEIRA ROSCA S/FIM 2POL - INOX (50PCS) REFORCADA,PC,Sim,116,115,42,59,79,64,475,1709,6,79.16667,21.58737,0.01,70,S,0
942,'BFH1793,BF ABRACADEIRA ROSCA S/FIM 2 1/5POL - INOX (50PCS) REFORCADA,PC,Sim,40,60,17,6,10,26,159,759,6,26.5,28.64151,0.01,70,S,0
943,'BFH1794,BF ABRACADEIRA ROSCA S/FIM 2 1/2POL - INOX (50PCS) REFORCADA,PC,Sim,59,74,69,10,51,27,290,647,6,48.33333,13.38621,0.01,70,S,1008
944,'BFH1795,BF ABRACADEIRA ROSCA S/FIM 3POL - INOX (50PCS) REFORCADA,PC,Sim,53,104,9,18,28,30,242,569,6,40.33333,14.10744,0.01,78,S,1200
945,'BFH1796,BF ABRACADEIRA ROSCA S/FIM KIT 6PCS INOX REFORCADA,PC,Sim,169,288,283,134,181,115,1170,21034,6,195,107.8667,0.01,8.3,S,0
946,'BFH1797,BF ABRACADEIRA ROSCA S/FIM BORBOLETA 1/2POL INOX (50PCS) REF,PC,Sim,134,231,364,277,159,247,1412,4086,6,235.3333,17.36261,0.01,66,S,0
947,'BFH1798,BF ABRACADEIRA ROSCA S/FIM BORBOLETA 3/4POL INOX (50PCS) REF,PC,Sim,863,1202,1867,846,1116,1178,7072,6035,6,1178.667,5.120192,0.01,66,S,10800
948,'BFH1799,BF ABRACADEIRA ROSCA S/FIM BORBOLETA 5/8POL INOX (50PCS) REF,PC,Sim,300,201,405,403,263,275,1847,6440,6,307.8333,20.92041,0.01,66,S,0
949,'BFH1800,BF ABRACADEIRA ROSCA S/FIM BORBOLETA 1POL INOX (50PCS) REFOR,PC,Sim,213,378,339,372,295,171,1768,1510,6,294.6667,5.124434,0.01,66,S,3996
950,'BFH1801,BF ABRACADEIRA ROSCA S/FIM BORBOLETA KIT 6PCS INOX REFORCA,PC,Sim,152,722,625,1023,306,175,3003,5028,6,500.5,10.04595,0.01,9.8,S,6072
951,'BFH1802,BF SIFAO TUBO EXTENSIVO FLEX - 70CM,PC,Não,1992,3170,3070,1784,2578,2175,14769,22579,6,2461.5,9.172862,0.01,6.5,S,0
952,'BFH1803,BF GANCHO P/PAINEL CANALETADO - 10CM,PC,Sim,407,1484,1600,350,105,1006,4952,27350,6,825.3333,33.13813,0.01,2.2,S,0
953,'BFH1804,BF GANCHO P/PAINEL CANALETADO - 15CM,PC,Sim,1207,3326,1650,2034,1272,706,10195,44020,6,1699.167,25.90682,0.01,2.34,S,0
954,'BFH1805,BF GANCHO P/PAINEL CANALETADO - 20CM,PC,Sim,507,4380,2925,3154,2102,1241,14309,19390,6,2384.833,8.130547,0.01,2.92,S,36000
955,'BFH1806,BF GANCHO P/PAINEL CANALETADO - 25CM,PC,Sim,50,927,250,1076,422,1210,3935,33637,6,655.8333,51.28895,0.01,3.52,S,0
956,'BFH1807,BF SUPORTE PARA VASSOURA - 2PCS,PC,Sim,190,272,157,146,208,120,1093,6893,6,182.1667,37.83898,0.01,10.17,S,0
957,'BFH1808,BF FITA DUPLA FACE ESPUMA ACRILICA VERDE 19MMX1MMX2M,PC,Sim,2784,3662,2784,4354,1137,2098,16819,24643,6,2803.167,8.791129,0.01,10.14,S,27792
958,'BFH1809,BF FITA ADESIVA FRAGIL 48MMX50MX43MIC,PC,Sim,338,1069,1394,362,217,755,4135,8290,6,689.1667,12.02902,0.01,8.4,S,9648
959,'BFH1810,BF VARAL DE ACO REVESTIDO PVC - 2MMX10M,PC,Sim,694,1472,1071,700,760,811,5508,3928,6,918,4.278867,0.01,5.7,S,9600
960,'BFH1811,BF VARAL DE ACO REVESTIDO PVC - 2MMX15M,PC,Sim,790,954,680,294,731,481,3930,4556,6,655,6.955725,0.01,7.4,S,9600
961,'BFH1812,BF VARAL DE ACO REVESTIDO PVC - 2MMX20M,PC,Sim,437,575,966,828,486,596,3888,5033,6,648,7.766975,0.01,9.5,S,7200
962,'BFH1813,BF VARAL DE ACO REVESTIDO PVC - 3MMX100M MULTIUSO,PC,Sim,224,114,136,94,79,158,805,1191,6,134.1667,8.877019,0.01,66,S,1500
