,Codigo,Descrição       -       31/07/2022,UM,Import?,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Total,Saldo,Freq.,Media,Tempo,FOB,Venda,Ativo,Entrada Prevista
1,'BFH0003,BF PISTOLA DE COLA 6W,PC,Sim,1781,2608,2069,2226,1362,1889,11935,30150,6,1989.167,15.1571,0.01,15.3,S,0
2,'BFH0014,BF JG CHAVE HEX GRANDE C/PONTA BOLA 9PCS ACZ,PC,Sim,121,217,177,100,115,49,779,1641,6,129.8333,12.63928,0.01,38.3,S,3600
3,'BFH0015,BF JG CH COM BITS 28PCS,PC,Sim,97,258,150,299,81,199,1084,910,6,180.6667,5.0369,0.01,30.49,S,2400
4,'BFH0016,BF JG CHAVE TORX GRANDE 9PCS AC,PC,Sim,129,268,138,226,240,153,1154,3996,6,192.3333,20.77643,0.01,38.3,S,0
5,'BFH0020,BF LAMINA P/ARCO DE SERRA 12PCS 24T,PC,Sim,2182,3569,4371,2663,2037,2623,17445,35914,6,2907.5,12.35219,0.01,12.6,S,20016
6,'BFH0028,BF JG CH MULTI 9 PCS PROFISSIONAL,PC,Sim,151,359,160,352,137,186,1345,3851,6,224.1667,17.17918,0.01,29.27,S,0
7,'BFH0030,BF ESTILETE CB PLASTICO 18MM,PC,Sim,955,1573,1965,1881,1513,2417,10304,11728,6,1717.333,6.829193,0.01,6,S,24000
8,'BFH0037,BF CHAVE TESTE 6POL,PC,Sim,2236,3654,1806,2558,2008,1513,13775,35587,6,2295.833,15.50069,0.01,4.12,S,0
9,'BFH0039,BF ALICATE 8POL UNIVERSAL AC POLIDO,PC,Sim,507,490,302,484,391,407,2581,3254,6,430.1667,7.56451,0.01,27,S,6000
10,'BFH0040,BF ALICATE 6POL DE BICO AC POLIDO (150MM),PC,Sim,331,421,462,442,245,650,2551,4942,6,425.1667,11.62368,0.01,18.5,S,0
11,'BFH0041,BF ALICATE 6POL DE CORTE DIAGONAL AC POLIDO (150MM),PC,Sim,470,570,604,402,300,825,3171,5520,6,528.5,10.44465,0.01,18.5,S,0
12,'BFH0042,"BF JOGO DE 4 MINI-ALICATES 4,5POL AC POLIDO",PC,Sim,129,683,368,198,273,317,1968,4321,6,328,13.17378,0.01,42,S,0
13,'BFH0045,BF ALICATE BOMBA D AGUA AC CROMADO 10POL(250MM),PC,Sim,313,366,408,283,187,342,1899,6580,6,316.5,20.78989,0.01,32.6,S,0
14,'BFH0046,BF ALICATE DE PRESSAO 10POL CURVO PROFISSIONAL,PC,Sim,172,372,249,354,187,177,1511,5576,6,251.8333,22.14163,0.01,30.8,S,0
15,'BFH0052,BF CHAVE DE GRIFO 10POL,PC,Sim,309,345,339,315,145,201,1654,8894,6,275.6667,32.2636,0.01,29.2,S,0
16,'BFH0053,BF CHAVE DE GRIFO 12POL,PC,Sim,138,237,294,125,143,190,1127,6514,6,187.8333,34.67968,0.01,36.2,S,0
17,'BFH0054,BF CHAVE DE GRIFO 14POL,PC,Sim,89,134,131,105,63,131,653,7010,6,108.8333,64.41041,0.01,45,S,0
18,'BFH0066,BF JOGO CH ESTRELA AC 6 PCS (06X07MM A 16X17MM),PC,Sim,19,37,103,53,31,29,272,2275,6,45.33333,50.18382,0.01,48,S,0
19,'BFH0075,BF NIVEL DE PLASTICO C/FRISOS DE ALUMINIO 23X4CM 9POL,PC,Sim,178,314,322,551,222,181,1768,11498,6,294.6667,39.02036,0.01,14.5,S,0
20,'BFH0076,BF NIVEL DE ALUMINIO 12POL(300MM),PC,Sim,732,1705,1527,1148,1194,793,7099,18516,6,1183.167,15.64953,0.01,11.1,S,0
21,'BFH0078,"BF REBITADOR MANUAL 9,5POL",PC,Sim,502,560,567,573,515,408,3125,11792,6,520.8333,22.64064,0.01,29,S,12
22,'BFH0079,BF DISCO DIAMANTADO DE CORTE SECO 110MM,PC,Sim,1778,2666,3165,1787,1680,2285,13361,38715,6,2226.833,17.38567,0.01,10.9,S,0
23,'BFH0080,BF DISCO DIAMANTADO DE CORTE REFRIGERADO 110MM,PC,Sim,948,1524,2370,1348,822,1428,8440,29998,6,1406.667,21.32559,0.01,10.9,S,0
24,'BFH0081,BF DISCO DIAMANTADO DE CORTE TURBO(SECO OU REFRIGERADO) 110M,PC,Sim,2154,3494,4483,3815,2356,3056,19358,57204,6,3226.333,17.73034,0.01,10.9,S,0
25,'BFH0082,BF SERRA CIRCULAR P/MADEIRA 4POL 24D 110MM - 4POL,PC,Sim,3927,5437,6571,4802,3979,5443,30159,75115,6,5026.5,14.9438,0.01,9.42,S,0
26,'BFH0083,BF SERRA CIRCULAR P/MADEIRA 4POL 36D 110MM - 4POL,PC,Sim,1593,1582,2332,2098,1305,2231,11141,43721,6,1856.833,23.546,0.01,10.86,S,0
27,'BFH0088,BF APLICADOR PARA SILICONE 9POL,PC,Sim,1331,1784,1573,1470,900,1534,8592,9748,6,1432,6.807263,0.01,14,S,15024
28,'BFH0092,BF DESEMPENADEIRA DE ACO LISA 120X225MM,PC,Sim,348,762,549,535,281,301,2776,9563,6,462.6667,20.66931,0.01,14.5,S,0
29,'BFH0093,BF DESEMPENADEIRA DE ACO DENTADA 120X225MM,PC,Sim,440,667,616,600,298,222,2843,17383,6,473.8333,36.6859,0.01,14.5,S,0
30,'BFH0098,BF PEDRA P/AFIAR CANOA 9POL,PC,Sim,988,1285,1256,901,1810,686,6926,9092,6,1154.333,7.876408,0.01,5.7,S,15072
31,'BFH0099,BF PEDRA P/AFIAR RETANGULAR 6POL,PC,Sim,1219,1796,1737,1728,1854,1610,9944,10776,6,1657.333,6.502011,0.01,7.7,S,15024
32,'BFH0100,BF PEDRA P/AFIAR RETANGULAR 8POL,PC,Sim,846,1167,1296,1333,1676,1411,7729,38186,6,1288.167,29.64368,0.01,9.4,S,0
33,'BFH0101,BF JOGO PONTA MONTADA 6MM 5PCS,PC,Sim,1717,2936,2420,2141,1745,1442,12401,36628,6,2066.833,17.7218,0.01,11.04,S,0
34,'BFH0102,BF ESCOVA DE ACO C/CABO E 5 FILEIRAS 11POL,PC,Sim,517,643,887,483,451,828,3809,8482,6,634.8333,13.36099,0.01,13.7,S,0
35,'BFH0103,BF JOGO DE CHAVES ALLEN 10 PCS,PC,Sim,178,300,467,290,217,483,1935,3033,6,322.5,9.404651,0.01,23.6,S,4800
36,'BFH0104,BF JOGO DE ESCOVAS CIRCULARES 3 PCS,PC,Sim,662,1631,928,915,576,1103,5815,14661,6,969.1667,15.12743,0.01,16.8,S,0
37,'BFH0111,BF JG CH 6PCS DE PRECISAO,PC,Sim,397,1038,827,1026,644,456,4388,4875,6,731.3333,6.665907,0.01,9.66,S,4800
38,'BFH0114,BF ANTENA INTERNA VHF/UHF/FM 3 FASES 50CM,PC,Sim,703,2155,2169,1409,1388,2083,9907,27413,6,1651.167,16.6022,0.01,6.8,S,0
39,'BFH0126,BF CABO RCA 3RCAX3RCA 1.5M,PC,Sim,925,925,1065,1277,2332,486,7010,49493,6,1168.333,42.36205,0.01,3.16,S,0
40,'BFH0133,BF GRAMPEADOR PINADOR PROFISSIONAL 3 PCS,PC,Sim,398,437,344,355,422,451,2407,8338,6,401.1667,20.78438,0.01,69,S,0
41,'BFH0162,BF ARCO DE SERRA FIXO 12POL,PC,Sim,183,236,273,165,145,76,1078,4562,6,179.6667,25.39147,0.01,20,S,0
42,'BFH0163,BF ESTILETE CB EMB 8 LAMINAS 18MM,PC,Sim,1028,1225,1227,1340,774,925,6519,33495,6,1086.5,30.82835,0.01,21.5,S,0
43,'BFH0176,BF MULTIMETRO DIGITAL,PC,Sim,1412,3189,2090,1968,1144,1279,11082,44687,6,1847,24.19437,0.01,29,S,0
44,'BFH0212,BF ESTANHO DE SOLDA 25G,PC,Sim,4008,5067,2460,4080,3271,2540,21426,51638,6,3571,14.46038,0.01,7.56,S,0
45,'BFH0218,"BF PINCEL CABO PLASTICO 1/2POL - 12,7MM",PC,Sim,1100,2194,2555,1036,1561,2997,11443,13967,6,1907.167,7.323429,0.01,1.6,S,20160
46,'BFH0219,BF PINCEL CABO PLASTICO 3/4POL - 19MM,PC,Sim,1620,2925,2221,1259,1389,3403,12817,33044,6,2136.167,15.46883,0.01,1.84,S,0
47,'BFH0220,BF PINCEL CABO PLASTICO 1POL - 25MM,PC,Sim,2790,3994,3191,2745,3270,4047,20037,32870,6,3339.5,9.842791,0.01,1.9,S,0
48,'BFH0221,BF PINCEL CABO PLASTICO 1.1/2POL - 38MM,PC,Sim,4078,3457,4112,3171,3188,4125,22131,51392,6,3688.5,13.93304,0.01,2.64,S,0
49,'BFH0222,BF PINCEL CABO PLASTICO 2POL - 50MM,PC,Sim,1829,5055,4191,4778,5292,3627,24772,52292,6,4128.667,12.66559,0.01,3.4,S,0
50,'BFH0223,BF PINCEL CABO PLASTICO 2.1/2POL - 65MM,PC,Sim,1627,3230,2578,2608,2556,2471,15070,42651,6,2511.667,16.98115,0.01,3.8,S,0
51,'BFH0238,BF JOGO DE 10 PCS 18MM LAMINAS DE ACO INOXIDAVEL,PC,Sim,1782,2483,995,1609,1622,1211,9702,21792,6,1617,13.47681,0.01,4.5,S,9600
52,'BFH0257,BF GRAMPEADOR PROFISSIONAL 4-8MM,PC,Sim,1062,761,1022,727,578,704,4854,15085,6,809,18.64648,0.01,45,S,0
53,'BFH0287,BF CH FENDA CB TRANSP PTA MAG CRV 3/16X4 - 5X100MM PRO,PC,Sim,560,1029,664,543,408,497,3701,6434,6,616.8333,10.43069,0.01,7.32,S,4800
54,'BFH0288,BF CH FENDA CB TRANSP PTA MAG CRV 3/16X6 - 5X150MM PRO,PC,Sim,154,971,432,346,293,497,2693,495,6,448.8333,1.102859,0.01,8.16,S,6144
55,'BFH0289,BF CH FENDA CB TRANSP PTA MAG CRV 1/4X4 - 6X100MM PRO,PC,Sim,158,487,388,277,142,244,1696,5249,6,282.6667,18.56958,0.01,9.34,S,0
56,'BFH0290,BF CH FENDA CB TRANSP PTA MAG CRV 1/4X6 - 6X150MM PRO,PC,Sim,184,713,346,216,207,386,2052,5818,6,342,17.0117,0.01,10.3,S,0
57,'BFH0291,BF CH FENDA CB TRANSP PTA MAG CRV 5/16X6 - 8X150MM PRO,PC,Sim,126,69,95,49,60,46,445,2867,6,74.16667,38.65618,0.01,14.11,S,0
58,'BFH0292,BF CH FENDA CB TRANSP PTA MAG CRV 5/16X8 - 8X200MM PRO,PC,Sim,104,75,94,35,68,79,455,5715,6,75.83333,75.36264,0.01,16.33,S,0
59,'BFH0295,BF CH PHILLIPS CB TRAN PTA MAG CRV 3/16X4 - PH1X100MM PRO,PC,Sim,997,1575,785,886,447,825,5515,14024,6,919.1667,15.2573,0.01,7.32,S,0
60,'BFH0297,BF CH PHILLIPS CB TRANS PTA MAG CRV 1/4X4 - PH2X100MM PRO,PC,Sim,396,744,1001,459,295,447,3342,8943,6,557,16.05566,0.01,9.34,S,0
61,'BFH0298,BF CH PHILLIPS CB TRAN PTA MAG CRV 1/4X10 - PH2X250MM PRO,PC,Sim,163,134,208,209,134,142,990,2203,6,165,13.35152,0.01,13.09,S,0
62,'BFH0299,BF CH PHILLIPS CB TRAN PTA MAG CRV 5/16X8 - PH3X200MM PRO,PC,Sim,128,98,114,108,114,73,635,5330,6,105.8333,50.3622,0.01,15.32,S,0
63,'BFH0309,"BF ABRACADEIRA DE NYLON 100PCS BRANCA 3,6X200MM",PC,Sim,617,2172,1624,882,586,1313,7194,14049,6,1199,11.71726,0.01,12.32,S,0
64,'BFH0310,"BF ABRACADEIRA DE NYLON 100PCS PRETA 3,6X200MM",PC,Sim,1239,2368,2375,1187,837,1569,9575,27164,6,1595.833,17.02183,0.01,12.32,S,0
65,'BFH0311,"BF ABRACADEIRA DE NYLON 100PCS BRANCA 4,8X200MM",PC,Sim,489,460,672,521,401,490,3033,7137,6,505.5,14.11869,0.01,16.6,S,0
66,'BFH0312,"BF ABRACADEIRA DE NYLON 100PCS PRETA 4,8X200MM",PC,Sim,450,985,983,349,497,833,4097,11022,6,682.8333,16.14157,0.01,16.6,S,0
67,'BFH0384,BF COLHER DE PEDREIRO RETA 7POL,PC,Sim,184,150,385,311,320,263,1613,10498,6,268.8333,39.05022,0.01,10.8,S,0
68,'BFH0385,BF COLHER DE PEDREIRO RETA 8POL,PC,Sim,536,1013,339,932,449,981,4250,19331,6,708.3333,27.29082,0.01,11.2,S,0
69,'BFH0386,BF COLHER DE PEDREIRO RETA 9POL,PC,Sim,173,342,357,472,204,241,1789,9021,6,298.1667,30.25489,0.01,12.4,S,0
70,'BFH0387,BF COLHER DE PEDREIRO RETA 10POL,PC,Sim,75,187,165,113,153,126,819,3251,6,136.5,23.81685,0.01,13.4,S,0
71,'BFH0388,BF COLHER DE PEDREIRO OVAL 7POL,PC,Sim,172,201,289,135,202,72,1071,4683,6,178.5,26.23529,0.01,10.8,S,0
72,'BFH0389,BF COLHER DE PEDREIRO OVAL 8POL,PC,Sim,204,786,721,293,433,287,2724,5319,6,454,11.71586,0.01,11.2,S,0
